credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec
1,debt_consolidation,0.209,771.28,11.14186178,24.52,662,3660,16491,99.9,1,1,0
1,major_purchase,0.1062,260.48,10.96876709,7.42,762,2280,970,5.9,1,0,0
1,debt_consolidation,0.1136,789.87,11.50287513,19.79,732,4650.041667,21459,52,0,0,0
1,debt_consolidation,0.1422,685.69,12.28303369,12.04,692,6180,42465,63.1,0,0,0
1,major_purchase,0.1459,327.42,9.994241916,11.41,692,5239.041667,144,28.8,1,0,0
1,major_purchase,0.1422,368.56,10.1266311,11.38,677,1470,7634,50.9,0,0,0
1,major_purchase,0.0714,111.39,11.03488966,16.51,732,4290.041667,22646,65.3,1,0,0
1,major_purchase,0.0988,128.85,9.472704636,17.54,732,2010.041667,4853,68.4,3,0,0
1,credit_card,0.1607,879.85,11.77528973,19.62,697,8910.041667,61165,91.3,0,0,0
1,debt_consolidation,0.1496,346.47,10.62132735,16.42,687,6701.041667,16591,15.3,0,1,0
1,debt_consolidation,0.1348,720.89,10.70211124,17.68,702,4860.041667,19484,46.5,0,0,0
1,debt_consolidation,0.1025,485.78,11.59910316,15.34,747,4110,10705,24.6,2,0,0
1,debt_consolidation,0.0788,168.92,10.89673933,21.27,727,5160,19843,59.9,0,0,0
1,debt_consolidation,0.1099,491.03,10.54534144,11.24,717,3870.041667,11023,68.9,2,0,0
1,debt_consolidation,0.1385,306.94,10.66895539,24,697,2340.041667,9170,90.8,1,0,0
1,all_other,0.1311,404.94,10.46310334,13.71,692,5910,8896,54.6,2,0,0
1,educational,0.157,112.04,10.77895629,6.25,682,1246.041667,1730,41.2,0,1,0
1,all_other,0.0788,156.41,11.46163217,10.77,732,5880,10949,29,0,0,0
1,debt_consolidation,0.1496,519.7,11.47210347,12.85,677,6513.041667,20027,44.4,1,1,0
1,all_other,0.1311,67.49,10.1266311,6.19,717,4140.041667,0,0,0,0,0
1,debt_consolidation,0.1348,203.55,10.49127422,14.77,682,2280,2662,30.6,1,0,0
1,credit_card,0.1136,184.31,10.71441777,20.11,712,2340.041667,14949,87.9,0,0,0
1,debt_consolidation,0.1607,563.11,11.09741002,22.98,697,4620.041667,35229,95.3,0,0,0
1,all_other,0.1533,278.63,10.49127422,8.47,662,2389.041667,5618,65.3,2,0,0
1,home_improvement,0.1719,142.99,10.52406404,9.35,667,4680.041667,4598,57.5,0,0,0
1,credit_card,0.1099,392.83,11.2708539,14.14,732,3198.041667,0,0,1,0,0
1,major_purchase,0.1496,242.53,10.5865844,9.18,682,2520,0,0,1,1,0
1,all_other,0.0751,93.33,10.08580911,5.55,727,2040.041667,4296,20.4,0,0,0
1,home_improvement,0.1099,327.36,11.15625052,17.04,707,2280,2578,25.3,2,0,0
1,credit_card,0.157,849.02,11.54248427,16.9,687,7620,66520,91.1,0,0,0
1,debt_consolidation,0.1025,38.87,11.23681617,13.36,702,4835,6101,68.6,1,0,0
1,debt_consolidation,0.1273,268.53,10.13459927,15.43,687,2928,1359,52.3,0,0,0
1,small_business,0.1533,870.71,11.1844214,18.05,702,9540,35998,87.4,0,0,0
1,debt_consolidation,0.1496,346.47,10.46310334,18.65,677,3870.041667,22680,76.9,1,0,0
1,major_purchase,0.1348,33.93,11.38509209,10.34,677,3810.041667,30435,93.6,1,0,0
1,debt_consolidation,0.1533,844.59,11.49272276,19,687,5340.041667,14206,55.9,2,1,0
1,debt_consolidation,0.157,350.11,10.32219789,21,672,1740.041667,6760,85.6,0,0,0
1,educational,0.0788,281.53,12.20607265,4.18,737,6360.041667,5663,13.2,2,1,0
1,educational,0.0751,217.77,9.655026193,11.38,732,9840,5291,67,0,0,0
1,major_purchase,0.1025,97.16,10.6454249,0.44,712,4080,3752,42.2,0,0,0
1,major_purchase,0.1459,861.63,10.77895629,3.95,717,2430.041667,0,0,2,0,0
1,debt_consolidation,0.157,350.11,10.57928509,21.73,662,2550,12421,77.1,0,0,0
1,credit_card,0.1136,658.23,11.88448902,11.27,722,3570.041667,35713,60.8,1,0,0
1,debt_consolidation,0.1311,404.94,11.00209984,8.88,687,5970.041667,8502,57.4,0,0,1
1,all_other,0.1311,371.2,11.27720313,4.5,692,3271,1210,24.2,0,0,0
1,debt_consolidation,0.1136,279.75,11.22524339,4.46,697,3330,1954,26.9,0,1,0
1,credit_card,0.1099,720.18,12.02574909,7.26,757,5220.041667,29740,57.2,0,0,0
1,all_other,0.1273,503.5,10.08580911,10.9,722,1590.041667,9156,34.3,1,0,0
1,home_improvement,0.2016,893.85,11.69524702,2.35,667,6810.041667,366,4.3,0,2,0
1,debt_consolidation,0.1136,822.78,11.81303006,20.51,727,7596.041667,43567,76.8,0,0,0
1,all_other,0.1496,242.53,10.50278658,9.65,662,3540.041667,12392,73.8,1,0,0
1,debt_consolidation,0.1025,770.76,11.60823564,5.41,772,5460,4678,11,2,0,0
1,debt_consolidation,0.1719,214.48,10.83958091,4.8,667,2700.041667,6451,97.7,0,0,0
1,debt_consolidation,0.157,875.27,11.50791292,9.68,717,5220.041667,19466,99.3,0,0,0
1,all_other,0.0676,147.7,11.48246626,13.4,787,5490,80723,27.1,0,0,0
1,home_improvement,0.1062,545.38,11.47833402,10.2,727,4890.041667,22627,47.7,2,0,0
1,all_other,0.1099,589.24,11.314133,22.82,717,3750.041667,18940,72.2,0,1,0
1,all_other,0.1459,34.47,10.34817337,6.15,682,1200.041667,681,52.4,0,0,0
1,debt_consolidation,0.1533,870.71,11.27720313,13.96,697,9721.041667,26018,43.9,0,1,0
1,all_other,0.1496,259.85,11.40756495,17.6,667,6990,16517,31.2,0,0,0
1,debt_consolidation,0.1645,176.89,9.680344001,1.88,677,1140,981,65.4,0,0,0
1,small_business,0.1385,272.84,10.6454249,10.83,677,4740,5485,76.2,1,0,0
1,all_other,0.1136,131.65,10.91871823,16.13,687,6870.041667,6874,48.1,0,1,0
1,credit_card,0.1099,327.36,10.08580911,16.15,712,2520,6940,49.7,2,0,0
1,small_business,0.1273,134.27,10.77895629,11.68,722,4596.041667,303,43.3,0,1,0
1,credit_card,0.1496,415.76,10.4341158,9.78,687,4710,9261,95.5,0,0,0
1,all_other,0.1682,53.35,10.30895266,3.16,662,1440,2761,83.7,0,0,0
1,debt_consolidation,0.1348,542.79,10.81977828,21.07,697,2130.041667,11495,76.1,1,0,1
1,credit_card,0.0788,344.09,10.97799019,10.14,742,3375,16687,72.6,0,0,0
1,debt_consolidation,0.1422,102.86,11.77528973,0.6,667,5940,3100,73.8,0,0,0
1,credit_card,0.1496,779.55,10.86856845,9.62,722,6210,12749,95.9,0,0,0
1,debt_consolidation,0.1025,161.93,11.03488966,8.65,717,3630,1158,10.5,2,0,0
1,debt_consolidation,0.1025,259.08,10.59663473,20.04,717,4872.041667,12586,80.7,0,0,0
1,all_other,0.0988,322.11,11.50069093,14.32,722,7425.041667,31844,61.2,1,0,0
1,debt_consolidation,0.0714,247.52,11.08214255,16.82,777,3750,9191,19,0,0,0
1,all_other,0.1136,164.56,10.96819829,23.96,687,4020,12598,75,1,0,0
1,debt_consolidation,0.1459,172.33,10.59663473,22.86,692,5194,2305,92.2,1,0,1
1,all_other,0.157,112.04,10.76880073,2.32,672,1444,2340,38.4,0,0,0
1,debt_consolidation,0.1348,169.63,10.49127422,11.9,707,11280,12487,81.1,0,0,1
1,debt_consolidation,0.1136,164.56,10.71441777,6.51,687,4620.041667,5971,67.9,1,0,1
1,home_improvement,0.157,343.11,11.40756495,4.93,667,1740.041667,3221,27.3,1,0,0
1,major_purchase,0.1062,358.16,10.94552949,10.48,782,5400.041667,0,0,0,0,0
1,debt_consolidation,0.1025,161.93,11.66134547,18.61,707,6510.041667,44229,75.7,0,0,0
1,debt_consolidation,0.1136,394.94,10.30895266,17,707,2340.041667,11134,28.9,3,0,0
1,all_other,0.1136,32.92,9.764225485,0,717,7170.041667,0,0,1,0,1
1,debt_consolidation,0.0788,156.41,10.62132735,14.84,722,3390.041667,1451,31.5,0,0,0
1,small_business,0.0788,312.81,10.81977828,3.46,757,5160,4771,26.8,1,0,0
1,credit_card,0.1607,879.85,12.28303369,14.23,747,9150,59308,32.9,2,0,0
1,debt_consolidation,0.0988,386.53,11.47210347,9.26,732,7290,10836,63,1,0,0
1,debt_consolidation,0.1793,238.38,11.77528973,2.34,662,5880,7261,84.4,3,0,0
1,major_purchase,0.0714,154.7,11.51292546,3.14,767,4205.041667,3204,7.6,0,0,0
1,debt_consolidation,0.1062,156.29,9.574983486,3.33,742,2520,1977,23.8,1,0,0
1,debt_consolidation,0.1311,674.9,10.96819829,8.3,717,2730.041667,18339,84.2,0,0,0
1,all_other,0.0751,186.66,11.22765382,18.31,742,5911,26463,37.6,0,0,0
1,all_other,0.0676,103.08,10.87804719,23.55,757,6330.041667,18350,29.9,0,0,0
1,home_improvement,0.1062,651.2,11.46163217,1.53,732,5040.041667,3818,15.6,0,0,0
1,debt_consolidation,0.1348,407.09,10.83170686,15.68,697,1590.041667,3792,55.8,1,0,0
1,major_purchase,0.1099,621.97,11.1844214,11.68,732,2760.041667,12284,20.8,1,0,0
1,small_business,0.0788,112.61,10.71205943,11.79,717,2820.041667,1773,20.9,3,1,0
1,debt_consolidation,0.1682,248.94,9.862665558,12.63,667,1560,5063,55,0,0,0
1,small_business,0.1099,65.48,11.04132055,23.42,692,6030.041667,55809,89.3,1,0,0
1,all_other,0.0751,93.33,11.15625052,11.49,747,3240,9574,36,4,0,0
1,major_purchase,0.1311,202.47,11.00209984,2.82,687,3392.041667,4361,58.9,2,2,0
1,debt_consolidation,0.1025,485.78,11.73606902,14.96,737,8490,8443,43.7,0,0,0
1,all_other,0.1273,201.4,10.95080655,7.73,687,4680.041667,0,0,0,1,2
1,all_other,0.1607,879.85,11.81303006,20.88,682,10620,13018,68.4,0,0,1
1,all_other,0.1459,121.49,10.49127422,18.9,662,8370,6968,60.1,0,0,1
1,debt_consolidation,0.1099,114.58,10.98529272,0.63,697,4890.041667,11279,19.5,1,1,0
1,all_other,0.1311,168.73,10.26813067,20.04,702,2070.041667,438,17.5,0,0,0
1,debt_consolidation,0.1645,884.44,12.10071213,13.96,687,9600.041667,16960,90.7,1,0,1
1,educational,0.1136,52.66,10.1266311,0.96,702,3210.041667,66,0.5,2,0,1
1,debt_consolidation,0.183,907.6,12.36734079,7.28,672,6570,28897,46.9,1,1,0
1,debt_consolidation,0.1273,134.27,10.59663473,9.36,697,4921.041667,4498,73.7,3,0,0
1,all_other,0.1422,428.56,10.46310334,12.75,712,3450.041667,6,1.5,0,0,0
1,debt_consolidation,0.0751,155.55,10.35469055,11.58,737,2071.041667,2493,9.9,2,0,0
1,debt_consolidation,0.0788,375.37,10.71441777,7.92,757,8640.041667,8647,26.2,1,0,0
1,credit_card,0.1099,818.38,11.3736634,22.83,737,7350,42752,39.2,3,0,0
1,all_other,0.0788,65.69,9.952277717,21.52,752,1688.041667,564,7.6,0,0,0
1,credit_card,0.0751,264.43,11.08214255,20.05,757,2910,4384,19.2,3,0,0
1,educational,0.1422,411.41,11.22524339,17.56,682,5581,17233,91.2,0,0,0
1,credit_card,0.1062,488.4,11.3736634,14.95,732,5430,33403,40.4,2,0,0
1,debt_consolidation,0.1311,242.97,10.2791805,9.68,697,4290.041667,6659,80.2,0,0,1
1,debt_consolidation,0.1459,449.77,11.8493977,11.07,677,5700.041667,4954,82.2,1,0,1
1,debt_consolidation,0.1496,103.94,10.50506754,23.84,677,1410,2207,45,1,0,0
1,debt_consolidation,0.1533,626.91,11.17043516,15.75,692,4080,24322,95,1,0,0
1,all_other,0.1025,323.85,11.15625052,9.09,747,4170.041667,2205,24.5,3,0,0
1,home_improvement,0.157,280.09,10.87426647,7.36,662,4770,10973,87.8,0,1,0
1,debt_consolidation,0.1136,493.67,10.79548559,17.61,712,3330,28261,70,3,0,0
1,debt_consolidation,0.1385,511.56,11.81303006,19.29,687,14671,24341,87.2,1,0,1
1,all_other,0.1062,789.58,11.63691144,0.28,797,7020,633,1.1,0,0,0
1,all_other,0.0788,156.41,10.80559822,16.89,727,5910,11665,51.6,0,0,0
1,credit_card,0.0751,62.22,10.51053203,21.02,732,8643.041667,9184,21.2,0,0,0
1,debt_consolidation,0.1273,184.62,10.60757467,22.91,687,2642,13778,72.1,0,0,0
1,debt_consolidation,0.0751,311.1,10.95080655,8.97,757,3780.041667,13150,50,1,0,0
1,credit_card,0.0788,375.37,10.37349118,11.93,767,3600,13405,27,0,0,0
1,credit_card,0.1062,105.82,10.71441777,17.23,707,4290.041667,10696,24.5,3,0,0
1,all_other,0.1099,245.52,10.79259207,6.83,722,5253.041667,14058,73.6,1,0,0
1,credit_card,0.0676,193.85,11.65268741,6.25,777,5160,12345,17.4,1,0,0
1,credit_card,0.1136,526.58,10.71441777,8.83,727,3457.041667,12142,62.3,0,0,0
1,credit_card,0.1025,582.93,11.03488966,6.85,757,3842.041667,8793,24.1,4,0,0
1,debt_consolidation,0.1025,466.35,11.22524339,5.54,722,4472,10387,59.7,0,0,0
1,debt_consolidation,0.1311,269.96,10.91508846,6.37,687,3270,10039,69.2,0,0,0
1,all_other,0.1062,130.24,10.80992995,11.96,752,5856,0,0,0,0,0
1,credit_card,0.1311,269.96,10.77895629,8.4,682,3750,9168,77.7,1,0,0
1,small_business,0.1025,518.16,13.30468493,4.61,732,7440.041667,12997,65.7,0,0,0
1,major_purchase,0.1273,167.84,10.91508846,7.77,687,4230.041667,10375,83.7,0,0,0
1,debt_consolidation,0.0788,375.37,10.55330961,15.29,747,3780.041667,15631,24.6,0,0,0
1,all_other,0.0714,145.42,11.69524702,14.78,767,8580.041667,73708,25.5,0,0,0
1,debt_consolidation,0.1136,394.94,10.42228135,16.82,712,1770.041667,8169,64.8,0,0,0
1,debt_consolidation,0.0714,100.56,10.57131693,22.65,742,2730.041667,24455,52.9,2,0,0
1,debt_consolidation,0.1422,617.12,11.14186178,17.57,682,3121.041667,26364,57.8,0,0,0
1,debt_consolidation,0.1311,160.29,11.35040654,18.49,682,9300.041667,10979,86.4,3,0,0
1,small_business,0.1496,346.47,11.08214255,20.77,667,4020,9710,58.1,2,0,0
1,credit_card,0.1136,822.78,11.41861479,22.59,727,4650.041667,44808,65.8,0,0,0
1,debt_consolidation,0.1025,453.39,11.04292184,15.27,722,4500.041667,6485,37.5,2,0,0
1,major_purchase,0.0751,202.22,10.62132735,16.8,747,6750.041667,6238,14.9,1,0,0
1,educational,0.0714,241.33,10.49127422,15.27,792,7650,4249,21.4,0,0,0
1,debt_consolidation,0.1533,870.71,12.61153775,16.16,692,8220.041667,89620,76.6,0,0,0
1,debt_consolidation,0.0988,483.16,11.51292546,4.12,757,6750.041667,8361,12.1,0,0,0
1,debt_consolidation,0.1025,226.7,10.73639668,23.77,717,5309.041667,14685,89.8,0,0,0
1,all_other,0.0714,185.64,11.010316,13.43,762,3690,7537,23.1,0,0,0
1,debt_consolidation,0.0751,410.65,10.85321306,17.8,772,8340.041667,6294,33.5,0,0,0
1,small_business,0.1099,261.89,10.53049493,14.36,702,3540.041667,4836,62.8,0,0,0
1,all_other,0.1025,129.54,10.16585182,1.85,757,4620.041667,1495,49.8,0,0,0
1,credit_card,0.0988,249.64,10.62132735,24.64,722,5940,10836,63,3,0,0
1,small_business,0.1136,822.78,12.1281111,11.07,727,4446,5567,20.9,0,0,0
1,major_purchase,0.1025,97.16,10.75790288,20.5,702,5130,8027,62.7,0,0,0
